post_title,post_author,post_category,F174,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,phone,email,website,post_content,post_tags,business_hours,post_images,range_length_yards,number_of_lanes,facility_type,has_pro_shop,has_3d_course,has_field_course,membership_required,membership_price_adult,drop_in_price,equipment_rental_available,lessons_available,lesson_price_range,bow_types_allowed,accessibility,parking_available
Dryden District Conservation Club Inc.,1,Archery Clubs,N/A,"101 Henderson Road, PO Box 482",Dryden,Ontario,Canada,P8N 2Z2,49.7847,-92.8375,807-216-9102,N/A,https://drydendistrictconservationclub.ca,"Non-profit organization dedicated to protecting and enhancing rights and privileges of anglers and hunters. Certified affiliate of Ontario Federation of Anglers and Hunters (OFAH). Winner of 2020 Fred Aaron Award for most promotion of OFAH Zone A. Becoming best-in-class community archery facility with financial support from OFAH and Rotary Club of Dryden. Offers certifications for rifle, pistol, trap shooting, and archery ranges. Features 3D archery/snowshoe trail with orange flag system for safety. Clubhouse recently renovated with $107,353 government funding for foundation repairs, roof replacement, plumbing, electrical and heating upgrades. Trap division upgraded with new Pat Trap machine. Provides leadership, community engagement, and support for outdoor activities. Members receive liability insurance and free subscription to Ontario Out of Doors magazine. Family-oriented facility with youth programs and community events.",N/A,Members must sign logbook and raise flags for range safety,N/A,N/A,N/A,Outdoor,No,Yes,N/A,Yes,N/A,N/A,N/A,Yes,N/A,All types,N/A,Yes
Eganville and District Sportsman's Club,1,Archery Clubs,N/A,"334 Gurlitz Rd, PO Box 543",Eganville,Ontario,Canada,K0J 1T0,45.5328,-77.1078,613-649-2795,N/A,http://www.edsc.ca,"Conservation and shooting oriented organization established 1978. Registered non-profit corporation on 200-acre property near Bonnechere Caves between Douglas and Eganville. Adjoining 200 acres also purchased for expansion. Approximately 250 members. Excellent range facilities including clubhouse, multiple ranges, and large ponds on picturesque property. Offers archery, outdoor rifle, moving target, and trap shooting. Hosts annual events including National Range Day Open House, competitions, and the largest annual gun show in Ontario. Open house allows public to try marksmanship activities including archery, handguns, long range/rifle shooting under guidance of experienced range safety officers. No firearms licence required for events. All safety equipment and instruction provided. Strong community focus with mentorship and teamwork culture. All ages welcome.",N/A,N/A,N/A,N/A,N/A,Outdoor,No,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,All types,N/A,Yes
Sarnia School of Archery,1,Archery Shops,N/A,1127 McGregor Side Rd (between Confederation and train tracks),Sarnia,Ontario,Canada,N7S 4T1,42.9745,-82.3901,519-491-9811,N/A,https://www.sarniaschoolofarchery.com,"Archery range, club, and store providing fun and engaging archery experiences for all ages 6-94. Services include weekly scheduled lessons, drop-in lessons, birthday parties, corporate team building events, Nerf Wars parties. Lessons for all skill levels from beginners to experienced archers. Pro shop offering apparel, targets, and archery equipment. Community focused - works with Scouts, Girl Guides, Sarnia Lambton Native Friendship Centre, Jumpstart, Kids Fun Fest and other local organizations to bring archery to youth. Private parties available for birthdays and corporate events. Custom combo party packages available with multiple activities. Easily accessible location between Confederation and train tracks.",N/A,N/A,N/A,N/A,N/A,Indoor,Yes,N/A,N/A,No,N/A,Available,Yes,Yes,N/A,All types,N/A,Yes
Arrows in Motion,admin,Archery School,N/A,"Located at Algoma Rod and Gun Club, 226 Connor Road",Sault Ste. Marie,Ontario,Canada,P6A 6J8,46.52156,-84.34541,705-942-2154,lessons@arrowsinmotion.com,https://www.arrowsinmotion.com/,"Professional archery school founded and operated by Lana Perry and Jacob McEachern. Coaches trained under National Coaching Certification Program with two decades of experience introducing thousands to archery. Lana Perry competed for Team Canada at three World 3D Championships and holds Ontario record. Coached Team Canada at World 3D Championships in Slovenia. Named Archery Ontario Coach of the Year. Offers private lessons, birthday parties, and 6-week group class sessions for ages 5 to 105. Full-length indoor range with fun and unique targets. Wide range of traditional recurve bows and modern compound equipment available. Equipment rental cost waived for new students. Creates cheerful and inclusive community connecting people who aim to improve strength, balance, focus, and posture. Operates at Algoma Rod and Gun Club for indoor events and with Sault North Archery for outdoor 3D events. Provides offsite archery booths and lessons. Hosts tournaments and competitions for students competing at local, provincial, and national levels. High school-aged archers can train for OHSAIT shoot. Has inflatable Hover Ball range system for events at country fairs, festivals, birthday parties, and fundraisers. Regular Vulnerable Sector police background checks for safety.","Archery,Archery School,Lessons,Coaching,Birthday Parties,Group Classes,Private Lessons,3D Archery,Target Archery,Youth Programs,Indoor Range,Equipment Rental",Contact for lesson schedule details,N/A,N/A,N/A,Archery School and Training Center,No,Yes,N/A,No,N/A,"$124 for 6-week group sessions, Private lessons start at $150 for up to 5 students",Yes,Yes,"$124 for 6-week group sessions, Private lessons from $150",Traditional recurve bows and modern compound equipment,N/A,Yes
Shooting Academy Canada Ltd.,admin,Archery Range,N/A,40 Continental Place,Scarborough,Ontario,Canada,M1R 2T4,43.73841,-79.29431,416-551-1610,N/A,https://shootingacademycanada.com/,"10-30 yard indoor professional archery range in Scarborough Toronto. Features NCCP coach certified instruction for Olympic training, hunting training, and Mongolian archery. Offers archery training, airgun shooting, and knife throwing. Introductory archery classes for ages 10+ include 20 minutes of safety and form instruction plus 40 minutes of practice and games. Custom-designed training programs cater to individuals of all skill levels. Equipment rental included for entire visit. Wheelchair accessible facility with private lot parking. Special courses include Hunters License classes held on 3rd Sunday of every month (3-hour in-class course and exam for $145.99, certification issued by Ontario Fish and Wildlife Conservation). Arrow fletching services available. Arrow making kits with shafts for $155. Company events and private sessions available. Pro shop for archery equipment and supplies retail. Repairs for all types of airguns and accessories. Membership available for savings on training sessions and equipment purchases. No license or previous experience required. Safety is top priority with experienced instructors teaching proper handling, sighting, aiming, and shooting techniques.","Archery,Indoor Range,Archery Lessons,NCCP Certified,Olympic Training,Hunting Training,Mongolian Archery,Airgun Range,Knife Throwing,Pro Shop,Equipment Rental,Company Events,Hunters License","Monday: Closed, Tuesday-Friday: 12:00pm-8:00pm, Saturday-Sunday: 10:00am-6:00pm",N/A,10-30 yards,N/A,Indoor Archery Range and Training Center,Yes,No,N/A,No,Available (price varies),"Class pricing varies, introductory classes available",Yes,Yes,Introductory classes and specialized training available,"All types including traditional, recurve, compound, crossbows",Wheelchair accessible,Yes - Private lot parking
Red Head Archery,admin,Archery Shop,N/A,3363 ON-28,Selwyn,Ontario,Canada,K0L 2H0,44.4362837,-78.2559392,705-931-9440,N/A,https://redheadarchery.com/,"Family owned and operated archery business in the Kawarthas with over two decades of experience in both hunting and competition archery. Business began online in 2020 when the community noticed a huge loss in local archery services. Sells new and used archery equipment including bows, arrows, sights, rests, quivers, and much more. Provides archery lessons with trained and certified coaches. Equipment maintenance services include re-fletching arrows, cutting arrows, new string installations, bow tuning, and repairs. Full-service pro shop for all archery needs. Knowledgeable staff with expertise from hunting to competition archery. Located in Lakefield area of Selwyn. Serves Peterborough County and Kawarthas region.","Archery,Pro Shop,Archery Lessons,Equipment Sales,Bow Tuning,Arrow Services,Certified Coaches,Hunting,Competition Archery,Equipment Maintenance","Monday-Friday: 5:00pm-9:00pm, Saturday: 10:00am-2:00pm",N/A,N/A,N/A,Archery Pro Shop and Training,Yes,N/A,N/A,No,N/A,N/A,N/A,Yes,Contact for pricing,"All types - traditional, recurve, compound, crossbow",N/A,Yes
Port Colborne & District Conservation Club,admin,Conservation Club,N/A,3757 Second Concession Road,Port Colborne,Ontario,Canada,L3K 5V5,42.98125,-79.22486,905-894-1336,pcdcc@pcdcc.com,https://pcdcc.com/,"Established in 1954 as an incorporated non-profit organization and proud member club of the Ontario Federation of Anglers & Hunters (OFAH Zone J). Club objectives are to encourage and promote conservation of natural resources, teach wise use and responsible practices, uphold all fish and game regulations, and promote scientific environmental research including study of local marine and wildlife populations. Clubhouse situated on 8.5 hectares (21 acres) of conservation land. Members involved in annual fishing tournament, tree planting, walleye hatchery operations, skeet and trap shooting, archery, numerous conservation projects and various social events. Operates walleye hatchery and rearing pond since early 1980s in partnership with Fort Erie Conservation Club and Dunnville Hunters & Anglers Conservation Club to release walleye into Welland River. The Welland River Walleye Restoration Program has achieved amazing results with natural walleye reproduction occurring. Monthly meetings held at clubhouse. Everyone welcome at events and meetings. Family-oriented volunteer organization proud of conservation accomplishments.","Conservation,Archery,Shooting Sports,Fishing,Hunting,OFAH Member,Trap Shooting,Skeet Shooting,Walleye Hatchery,Conservation Projects","Monthly meetings held at clubhouse, contact for event schedules",N/A,N/A,N/A,Conservation Club,No,N/A,N/A,Yes,"Single $125, Family $152 (includes OFAH membership)",N/A,N/A,N/A,N/A,All types,N/A,Yes
Lambton Sportsman's Club,admin,Shooting Range,N/A,521 Bickford Line,St. Clair Township,Ontario,Canada,N0P 2H0,42.75861,-82.31167,N/A,N/A,https://www.lambtonsportsman.com/,"Private gun club located in St. Clair Township, 20 minutes south of Sarnia. Offers members and their guests the opportunity to test their skills in marksmanship. Although a private club, 'Upcoming Events' are open to any licensed shooter. Facilities include action shooting, trap shooting, sporting clays, archery, and rifle shooting up to 100 yards. Member access available dawn to dusk after orientation. Volunteer-based club requiring members to put in minimum 8 hours annually through work parties, committee membership, kitchen help, or maintenance and grass cutting. Hosts regular organized events open to licensed shooters. Emphasizes community spirit and regular educational opportunities. Address at 521 Bickford Line at intersection of Bickford Line and Highway 40.","Archery,Shooting Range,Private Club,Gun Club,Action Shooting,Trap Shooting,Sporting Clays,Rifle Range,Membership","Dawn to dusk (members only, must complete orientation)",N/A,N/A,N/A,Private Gun and Archery Club,No,N/A,N/A,Yes,Contact club for pricing,N/A,N/A,N/A,N/A,All types,N/A,Yes
Lambton Conservation Association (Mandaumin Gun Club),admin,Conservation Club,N/A,N/A,Lambton County,Ontario,Canada,N7S 1S2,42.85,-82.00,N/A,N/A,https://lcaclub.ca/,"Conservation and shooting club operating on 49 acres. Mandate includes conserving and promoting conservation and wise use of natural resources, improving and restoring fish and wild game and their habitats, promoting good sportsmanship afield, improving forests, soil, vegetation and natural scenic and recreational facilities, restoring unpolluted air and water, and cooperating with other organizations with similar objectives. Facilities include rifle range, archery range, trap houses, and skeet houses. Membership is $200/year with requirement to attend at least 2 meetings per year. Members meetings held on 2nd and 4th Monday every month (paused for summer). All dates assume suitable weather conditions.","Conservation,Archery,Shooting Range,Trap,Skeet,Rifle Range,Membership,Conservation Club",Members meetings: 2nd and 4th Monday of each month (summer paused),N/A,N/A,N/A,Conservation and Shooting Club,No,N/A,N/A,Yes,"$200/year, must attend 2+ meetings/year",N/A,N/A,N/A,N/A,All types,N/A,Yes
Smiths Falls Fish and Game Club,admin,Fish and Game Club,N/A,354 Highway 15 South,Smiths Falls,Ontario,Canada,K7A 5B0,44.8850,-76.0230,613-283-8180,N/A,https://www.sffgc.ca/,"Fish and game club founded around 1967, located on 130 member-owned acres just outside Smiths Falls. Clubhouse seats 115 with full kitchen facilities. Facilities include handgun ranges (25yd and 50yd), trap facility, 100yd range for black powder and .22 rifle, 200yd range, archery range, and 3D archery course currently under development. Members active in IPSC, Ottawa Valley Pistol League (Bullseye), PPC, and Silhouette. Club holds regular events including Level II IPSC matches, IDPA Defensive Pistol matches, PPC matches, and OVPL Bullseye events. Informal Trap/Skeet group meets Sunday mornings. Hosts annual Community Challenge Match with Canadian Forces, law enforcement, and area shooting clubs for Military Families Fund. Annual Christmas dinner and social events for members and families. All firearms ranges inspected and certified by Chief Firearms Office for Ontario. Affiliated with Canadian Coalition for Firearm Rights (CCFR) with $5M liability insurance for members and guests. Guest fee $10 per visit (maximum 2 guests, limited to 2 visits). Located one hour from Kingston, Brockville, and Ottawa.","Archery,3D Archery,Fish and Game Club,Shooting Range,Rifle,Handgun,Trap,Skeet,IPSC,Membership,Conservation","Members only, various event schedules",N/A,N/A,N/A,Fish and Game Club,No,Under Development,N/A,Yes,Contact club for pricing,N/A,N/A,N/A,N/A,"Target and field point arrows only, no broadheads",N/A,Yes
Sudbury Game and Fish Protective Association,admin,Conservation Club,N/A,Brodil Lake Road (off Raft Lake Road),Sudbury,Ontario,Canada,P3E 4N1,46.35,-80.90,705-690-7464,contact@sudburygameandfish.org,https://sudburygameandfish.wordpress.com/,"Historic conservation club founded February 9, 1916, over 100 years of service to the Sudbury area. 80-acre lakefront private property located south of Sudbury with own small lake, hiking trails, streams, and abundant wildlife including deer, waterfowl, bear, moose, elk. Facilities include clubhouse with deck for BBQs, dock for swimming and fishing, sauna (rebuilt 2010 in memory of life member Henry Frodl), varied and extensive archery range, rifle range, nature trails, campground, and wetlands. Member of Ontario Federation of Anglers and Hunters (OFAH). Actively involved in conservation, health and welfare of wildlife and resources. Activities include Family Fishing Derby, annual John Hazen Memorial Fish Pond (held at Countryside Arena each March - 50th anniversary in 2025), Archery Contests, Rifle sighting weekends, Tree Planting, Wildlife Restoration Projects, Educational Seminars, Animal Relief Programs, Lakes restoration and Stocking, Becoming an Outdoors Woman Program, and annual conferences. Historical achievements include co-founding the Ontario Federation of Anglers in 1928, first Northern Ontario club to win Mary Pickford award (1958), four-fold duck population increase through nesting and feeding programs, successful Mud Lake restoration (now productive Speckle and Rainbow Trout lake), anti-pollution book 'The Choice' (distributed throughout Canada and requested by European universities), and ongoing participation in Ontario Government Elk Restoration Project. Recent contributions include donating robotic deer to government for poacher conviction, winter deer browse cutting programs, extensive nest box placement throughout region. Property directions: From Southwest bypass take Long Lake Road, left on MacFarlane Lake Road, right on Raft Lake Road, right on Brodil Lake Road.","Archery,Conservation,Fish and Game Club,Shooting Range,Rifle Range,Hiking Trails,Camping,Membership,OFAH,Wildlife Conservation,Tree Planting,Lake Restoration,Educational Programs","Members only, various event schedules throughout year",N/A,N/A,N/A,Conservation and Fish & Game Club,No,N/A,N/A,Yes,"Contact club, includes OFAH membership and Ontario Out of Doors magazine subscription",N/A,N/A,N/A,N/A,All types,N/A,Yes
E.T. Seton Park Archery Range,admin,Public Archery Range,N/A,"E.T. Seton Park, Don Mills Road south of Eglinton",Toronto,Ontario,Canada,M3C 1C5,43.7186,-79.3401,416-392-1111,N/A,https://www.toronto.ca/,"Toronto's only public outdoor archery range, one of only two public archery ranges in Canada. Bequeathed to the City of Toronto by Ernest Thompson Seton (1860-1946), Scottish-Canadian author, wildlife artist, naturalist, self-trained biologist, and founding member of Boy Scouts of America. Seton donated the land with stipulation it remain free and open to public 24/7, 365 days per year forever. Field transformed to archery range in 1968 following petition signed by 800 people. FREE ADMISSION, NO PERMITS REQUIRED. Open 24 hours a day, 7 days a week, year-round. No supervision - operates on honour system with posted rules and regulations. Maintained by City of Toronto Parks staff on as-needed basis. Range size: equivalent of two football fields. Shooting distances available from 18 metres to 70 metres. Used by complete beginners to Olympic-level athletes. Bring your own equipment - no equipment provided or available for rent. Located in E.T. Seton Park, part of chain of parks forming forested corridor for hiking along Don River. Closest entrance off Thorncliffe Park Drive just south of Overlea Boulevard (runs between Don Mills Road and Laird). Drive-in entrance closes annually at first snowfall, reopens when snow melts in spring. Closest transit: Don Mills Road at Gateway Boulevard stop (south end of Ontario Science Centre), walk down paved roadway to range on left. Park also features: 18-hole disc golf course (installed 2011), jogging and cycling paths, Nordic skiing trails, equestrian trails, three fire pits. Wildlife viewing opportunities: red squirrels, eagles, deer, songbirds. Listed as top birdwatching spot in City's Birds of Toronto Biodiversity Series booklet. Listed in Toronto's 2015 Pan American Games bid book as archery location but not used due to vehicle access limitations. Park named after E.T. Seton, who emigrated from England to Toronto in 1866 at age 6. Wrote 60 books and nearly 400 magazine articles/stories including Wild Animals I Have Known and Boy Scout Handbook. Passionate about promoting archery throughout his life.","Archery,Public Range,Free,24/7 Access,Outdoor,City Park,Wildlife,Hiking,Disc Golf,Birdwatching,Don River,No Supervision","Open 24/7, 365 days per year",N/A,N/A,N/A,Public Outdoor Archery Range,No,No,N/A,No,FREE - no membership required,N/A,No - bring your own equipment,No - unsupervised range,N/A,All types,N/A,"Yes (closes at first snowfall, reopens in spring)"
Hart House Archery Club,admin,University Archery Club,N/A,"7 Hart House Circle, University of Toronto",Toronto,Ontario,Canada,M5S 3H3,43.6629,-79.3957,N/A,inquiries@harthouse.ca,https://harthouse.ca/clubs/archery-club,"Dedicated indoor archery range located in the heart of downtown Toronto at Hart House, University of Toronto's central student activity centre (established 1919). Offers quality coaching for all skill levels from complete beginners to expert archers. Recreational club with no minimum time requirement and no maximum time limit. Open Tuesday and Thursday 5pm-8pm (hours may vary based on coach availability). All necessary equipment provided at no additional charge for club members and lesson participants. Personal equipment allowed with draw weight limit under 40lbs. Five-week instructional sessions offered: Level I (Mondays, 50 minutes, one-on-one coaching for all participants), Level II (Wednesdays, 90 minutes for returning/experienced members, includes targeted muscle group exercise component). Registration available online. Annual events include Awards Banquet, member dinners, social gatherings, and overnight farm trips to Hart House Farm featuring outdoor archery, camping, bonfires, and retreat-style activities. Membership open to University of Toronto students, staff, faculty, and paying members of public. Valid Hart House Membership required for participation. Instagram: @harthousearchery. Hart House Archery Club officially recognized Hart House club receiving funding for activities. Very safe sport when rules followed and range officers' instructions heeded. Not currently set up for youth programs but exploring options for future. Part of Hart House which features swimming pool, theatre, art gallery, library, restaurant, gymnasium, music rooms, lounges, reading rooms, and hosts numerous other clubs (debate, chess, film, etc.). Hart House Board includes standing committees for Art, Finance, Farming, Dialogue, and more.","Archery,Indoor Range,University,Lessons,Coaching,Membership,Equipment Provided,Student Activities,Downtown Toronto",Tuesday and Thursday 5pm-8pm (subject to coach availability),N/A,N/A,N/A,University Indoor Archery Club,No,No,N/A,Yes - Hart House Membership required,Contact Hart House for current membership rates,N/A,Yes - equipment provided at no additional charge,Yes - 5-week Level I and Level II sessions available,N/A,All types under 40lbs draw weight,N/A,Limited - downtown Toronto location
Wallaceburg C.B.D. Archery Club (Pop N Jay Archery Club),admin,Archery Club,N/A,1342 Dufferin Avenue,Wallaceburg,Ontario,Canada,N8A 2W2,42.5996,-82.3858,519-627-2401,N/A,https://www.canadianbelgiandutchclub.com/,"Archery club operating at the Canadian Belgian Dutch Club in Wallaceburg. Also known as Pop N Jay Archery Club. Non-profit organization established 1950. Indoor archery including traditional archery and popinjay shooting. Saturday night shoots run 7pm-10pm. Equipment supplied by club at no additional charge. Ages 12 years and up welcome. Yearly membership $15. Each shoot night costs $2.50 which goes back on game prizes - participants usually win back entry fee and more in prizes. New members always welcome. Recently hosted National Archery Shoot. Part of the Canadian Belgian Dutch Club which provides community with friendly place to connect and socialize. Weekly Friday and Saturday entertainment, weekly karaoke, bi-weekly archery shooting, and euchre games. Club facilities available for various community events.","Archery,Indoor,Popinjay,Equipment Provided,Membership,Community Club,Social Club",Saturday 7pm-10pm (also Thursday shoots available),N/A,N/A,N/A,Community Social Club with Indoor Archery,No,No,N/A,Yes,"$15/year, $2.50 per shoot night",N/A,Yes - equipment supplied at no additional charge,N/A,N/A,Traditional archery equipment,N/A,Yes
Waterloo County Bowmen,admin,Archery Club,N/A,1440-1/2 Jigs Hollow Road,West Montrose (Woolwich Township),Ontario,Canada,N0B 2V0,43.5717,-80.4833,519-654-6314,N/A,https://waterloocountybowmen.ca/,"Historic archery club founded in 1980 at Hessen Strasse Road in Wellesley Township. Relocated in 2013 to current picturesque location in West Montrose, Woolwich Township. Recognized as one of the most beautiful 3D archery locations in Ontario. Situated on 45 acres of pristine sugar bush along the scenic Canagagigue River, just five minutes north of Waterloo between Winterbourne and West Montrose. Club has received numerous awards and accolades including hosting the Ontario 3D Provincial Championships. Facilities include 40-target 3D course winding through natural terrain of hills, valleys, rivers, and trees, providing challenging and immersive shooting experience. Additional practice range available for members to hone skills. Camping available on-site. Family-oriented club with activities for all ages. Special weekend events hosted including reserved times for Boy Scouts and Girl Guides archery activities. Membership types include Family, Single, and Junior options. Contact Keith Black for membership information and upcoming events. Club participates in history dating back to 1980 with sport's most experienced members. Uneven outdoor terrain - not fully accessible. Mailing address: 241 Borden Ave S, Kitchener, ON N2G 3S1. Languages spoken include English, Farsi, French, German, Mandarin, Ukrainian. Open access for members 24/7.","Archery,3D Archery,Outdoor,Practice Range,Camping,Family-Oriented,Membership,Boy Scouts,Girl Guides,Provincial Championships",Members: 24/7 access. Special weekend events scheduled,N/A,N/A,N/A,Outdoor 3D Archery Club,No,Yes - 40 target 3D course,N/A,Yes,"Contact club for current rates - Family, Single, and Jr. memberships available",N/A,N/A,N/A,N/A,All types,N/A,Yes
Oxford Fish and Game Protection Association,admin,Fish and Game Club,N/A,545324 Pattullo Avenue,Woodstock,Ontario,Canada,N4S 7W3,43.1500,-80.7500,519-537-3037,N/A,https://oxfordfishandgame.ca/,"Fish and game club offering multiple shooting disciplines. Outdoor archery range welcomes enthusiasts year-round featuring Rinehart Targets nestled within wilderness setting. Standard targets available from 10 to 50 meters. All archery styles welcome. Weekly youth archery program every Tuesday evening year-round with two time slots: 5:30-6:30pm and 6:30-7:30pm. Youth program open to ages 4-18 at $5 per youth (cash only), all equipment provided, skilled instructors guide proper handling, shooting, and equipment care. Parents must stay with children while shooting. No appointments necessary - walk-ins welcome. Open washrooms available in clubhouse. Annual Doc Owen Memorial Tad Shoot held over weekend in March. Additional facilities include: indoor rifle and rimfire ranges, outdoor rifle/shotgun/black powder/trap ranges, and 3D archery. Hosts Level I IPSC matches first Sunday of each month. Mailing address: P.O. Box 1525, Woodstock, N4S 0A7. Membership currently at full capacity with considerable waitlist - new applications temporarily suspended as of 2025. Members must renew by January 31st annually or lose spot to waitlist. Check website periodically for membership availability updates.","Archery,3D Archery,Outdoor,Youth Programs,Fish and Game Club,Shooting Range,Rifle,Trap,IPSC,Membership,Rinehart Targets",Youth archery: Tuesday 5:30-7:30pm year-round. Other hours vary by activity,N/A,N/A,N/A,Fish and Game Protection Association,No,Yes,N/A,Yes - currently at full capacity with waitlist,Contact club for current rates - membership waitlist active,N/A,Yes - for youth program,Yes - youth program with instructors,N/A,All archery styles welcome,N/A,Yes
Rogue's Hollow Archery Adventure,admin,3D Archery Event,N/A,420 Barrett Road,Centreville (near Yarker),Ontario,Canada,K0K 1N0,44.25,-76.85,613-876-3075,N/A,https://www.rogueshollowarchery.com/,"Annual 3D archery adventure event held over weekend. Saturday schedule: 7:30-9am registration, 9-9:20am welcome/briefing/rule highlights, 9:20am walk to target, 9:30am shotgun start, 9:30am-12:30pm Round ONE shooting (hand in score cards when completed), 12:30-3:30pm lunch and Novelty Trail shoot, 3:45pm draw prizes. Sunday schedule: 7:30-8:30am registration, 8:30-8:45am welcome/briefing/rule highlights, 8:45am walk to target, 9am shotgun start, 9am-12pm Round TWO shooting (hand in score cards when completed), 12-1pm lunch, 1:15pm Secret Teams Scores & final prize, 1:30pm Shoot Down and Final Standings. Novelty Trail shoot benefits Wounded Warriors Canada - $10 per round with 100% of proceeds donated. Highest scoring archer in novelty shoot wins Kershaw Bel Air Limited Edition knife valued over $400. All competitors participating in Rogue's Hollow Trail Shoot entered into draw for one-day fishing trip with Scott Morrow from Outfitter Financial - choice of salmon fishing on Lake Ontario or smallmouth bass fishing on Lake Simcoe. Major sponsors include Vortex Canada, GAS Bowstrings, TruBall/TruGlo, Black Gold Sights, TightSpot Quiver, Ripcord Arrow Rest, Stini Gear, Scope Visual Media, Rack Stacker, Gourley's Outdoors, Outfitter Financial, Bayridge Animal Hospital, DryShod Canada, J Harrison Excavating, Victory Archery, Kershaw Canada, McCormick's Country Store, CS Physio Wellness, Hampton Inn Kingston, Comfort Inn, GS Electric, Kingston Foodworks Market, SFRC, Cobs Bread, Empower Nutrition. Located in Centreville near Yarker area.","Archery,3D Archery,Tournament,Event,Outdoor,Charity,Wounded Warriors Canada,Annual Event",Annual weekend event - check website for dates,N/A,N/A,N/A,3D Archery Tournament Venue,No,Yes - tournament 3D course,N/A,No - register for events,Registration fee per event - check website,N/A,N/A,No,N/A,All types,N/A,Yes
Kincardine Nimrod Club,admin,Rod and Gun Club,N/A,N/A,Kincardine,Ontario,Canada,N2Z 2Y9,44.167,-81.633,519-395-0997,kincardinenimrod@kngc.ca,https://kincardinenimrodclub.ca/,"Rod and gun club featuring onsite single lane archery range offering shooting distances up to 50 yards. Sand bunker backstop can be used for broadheads. Members-only facility requiring membership for access. Offers variety of shooting disciplines including archery, rifle, pistol, and shotgun sports.","Archery,Rod and Gun Club,Broadheads,50 Yards,Single Lane,Membership",Members only,N/A,N/A,N/A,Rod and Gun Club,No,No,N/A,Yes,Contact club for pricing,N/A,N/A,N/A,N/A,All types - broadheads allowed with sand bunker backstop,N/A,Yes
Bruce Peninsula Sportsmen Association,admin,Sportsmen Association,N/A,N/A,Bruce Peninsula,Ontario,Canada,N0H 2T0,44.733,-81.133,519-873-0711,bpsportsmen@gmail.com,https://bpsportsmen.com/,"Sportsmen's association offering archery programs and facilities. Outdoor archery facilities available for members. Seasonal archery programs with Spring 2026 start date weather dependent. Members-only facility providing variety of outdoor recreational opportunities. Association promotes conservation, hunting, fishing, and outdoor sports activities in Bruce Peninsula region.","Archery,Outdoor,Sportsmen Association,Membership,Seasonal Programs,Conservation","Members only - Spring 2026 restart, weather dependent",N/A,N/A,N/A,Sportsmen Association,No,N/A,N/A,Yes,Contact association for pricing,N/A,N/A,N/A,N/A,All types,N/A,Yes
Thunder Bay Fish and Game Association,admin,Fish and Game Association,N/A,N/A,Thunder Bay,Ontario,Canada,P7C 5N5,48.38,-89.25,807-767-7021,N/A,https://thunderbayfishandgame.com/,"Fish and game association operating on 60 acres of property with 10 shooting ranges plus archery range. Access protected by secure gate with key fob access for members available 24/7. Clubhouse facilities include coffee and fridge for member use, storage for affiliated pistol clubs. Archery range designed for all types of bows including crossbows. Facility accommodates novice to experienced archers. Multiple shooting disciplines available: rimfire rifles and pistols up to .44 Magnum, centerfire rifles, muzzle-loading rifles. Heated shooting building with benches and exterior target lights. 8 target stands plus bunker with gong targets. Members-only facility promoting outdoor activities including hunting and fishing. Affiliated clubs and regular events for fish and game enthusiasts. All ranges detailed in Safety Orientation Session Booklet provided to members.","Archery,Crossbow,Fish and Game,Shooting Range,Rifle Range,60 Acres,24/7 Access,Membership,Clubhouse",Members: 24/7 access with key fob,N/A,N/A,N/A,Fish and Game Association,No,N/A,N/A,Yes,Contact association for current rates,N/A,N/A,N/A,N/A,All types including crossbows,N/A,Yes
